Date,Text,Text Normalization,Label_Bert,Encoded_Label
11/2024,Mao bgt fore sebesar itu,banget fore,positive,2
11/2024,"Fore, Feel Matcha sih sejauh yang pernah kucoba",fore feel matcha sih kucoba,positive,2
04/2024,Selain Arabika dan Tomoro udh pernah coba semua tetep yang terbaek adalah Fore,arabika tomoro udah coba tetep terbaek fore,positive,2
02/2024,"mjb, ini klo misalnya beli minuman non coffee di fore, selalu ada tulisan fore junior?",mjb beli minuman non coffee fore tulisan fore junior,negative,0
04/2024,"fore, makmur, point coffee, tuku, nako, janjiw, kopken",fore makmur point coffee coffee tuku nako janjiw kopi kenangan,positive,2
01/2024,@AfifahMala perlu dicoba cocomint fore,dicoba cocomint fore,neutral,1
04/2024,"Tuku, fore, point, tomoro. Dulu janjiw sempet masuk listku tp skrg udh engga",tuku fore point coffee tomoro janjiw masuk listku udah engga,negative,0
04/2024,"arabica tapi bikin boncos, wkwk jd pilih fore atau tomoro",arabica bikin boncos wkwk pilih fore tomoro,positive,2
12/2024,fore yg triple peach americano kopken yg kenangan mantan + oatside,fore triple peach americano kopi kenangan kenangan oatside,positive,2
05/2024,"tuku, fore, indomaret point (masih terbatas nyobanya)",tuku fore indomaret point coffee terbatas nyobanya,neutral,1
04/2024,"Matcha fore emng enal bgt selain fore, matcha terenak versi aku adalah matcha chuyu apalagi kalo plus egg pudingnya enak bgttt",matcha fore memang enal banget fore matcha terenak versi matcha chuyu plus egg pudingnya enak bgttt,positive,2
05/2024,"Tuku-fore-kopken (kenangan mantan tp susunya diganti oatside, ini enak banget)",tukuforekopken kenangan susunya diganti oatside enak banget,positive,2
05/2024,Fore sih saranku,fore sih saranku,negative,0
02/2024,akhir2 ini lg suka fore!!!,akhir2 suka fore,positive,2
04/2024,Fore dan Kopi kenangan,fore kopi kenangan,positive,2
05/2024,Pengguna aplikasi fore dari lama,pengguna aplikasi fore,neutral,1
01/2024,"Fore, tuku",fore tuku,neutral,1
04/2024,"fore, point, janjiww",fore point coffee janjiww,negative,0
09/2024,Kopiii dundd krn buttercream latte fore enak bgt,kopiii dundd buttercream latte fore enak banget,positive,2
04/2024,sejauh yg pernah ku cobain. fore sih,ku cobain fore sih,positive,2
04/2024,"aku tim fore junior nder, gasuka kopi, walaupun kurang puas tp enak si",tim fore junior gasuka kopi puas enak si,positive,2
12/2024,km wajib cobain fore junior,wajib cobain fore junior,positive,2
04/2024,"tuku,fore,point coffee",tukuforepoint coffee,positive,2
04/2024,foreeee!! walaupun sbnrnya kopi nya gak se strong itu rasanya tp gw minum fore aja udh mual trs njir tp enakkk,foreeee sbnrnya kopi nya gak strong minum fore udah mual njir enakkk,positive,2
04/2024,klo fore less sugar itu kamus wajib bagiku,fore gula kamus wajib bagiku,positive,2
05/2024,"freezy matcha kopken enak, chizu matcha es teh juga ada gumpalan bubuk matcha jadi masi ada bitter nya wenakkk, matcha point caffe juga enak better less sugar biar ada bitter nya, matcha oat latte tomoro juga wenak, last matcha greent tea foree manteppp, UDAA DEHH",freezy matcha kopi kenangan enak chizu matcha es kakak perempuan gumpalan bubuk matcha masi bitter nya wenakkk matcha point coffee caffe enak better gula biar bitter nya matcha oat latte tomoro wenak last matcha greent tea foree manteppp udaa dehh,positive,2
02/2024,Ke-kenapa ada Fore di waktu sahur? Jangan bilang itu isinya betulan Fore ....,kekenapa fore sahur bilang isinya betulan fore,negative,0
04/2024,"1. Excelso 2. Fore 3. Point 4. Kulo (walau udah jarang nemu outletnya), Kopi Baileysnya juara 5. Janjiw",1 excelso 2 fore 3 point coffee 4 kulo jarang nemu outletnya kopi baileysnya juara 5 janjiw,positive,2
03/2024,"fore tapi kalo mau yang lebiha affordable dan porsi melimpah, point coffee! tapi manis sekali dia tuh",fore lebiha affordable porsi melimpah point coffee coffee manis tuh,positive,2
04/2024,Tuku dan Fore,tuku fore,positive,2
04/2024,"Tuku, fore, point sama famima sih",tuku fore point coffee famima sih,negative,0
04/2024,RACUNI AKU MENU FORE YANG ENAAAKK!!! *note: aku gak suka kopi yg stroooong,racuni menu fore enaaakk note gak suka kopi stroooong,negative,0
11/2024,cinta bgt butterscotch fore,cinta banget butterscotch fore,positive,2
05/2024,FORE BANGET ANJIR PLIS,fore banget anjing plis,negative,0
01/2024,"Tomoro,fore,kopken,janjiw,point",tomoroforekopkenjanjiwpoint,neutral,1
08/2024,"ini apk fore kaa, kalo pengguna baru disk 50% -ns",apk fore kaa pengguna disk 50 ns,neutral,1
06/2024,Fore tuh emang mahal ya? Barusan masa abis 48k buat butterscotch sea salt ajah,fore tuh mahal iya barusan habis 48k butterscotch sea salt ajah,negative,0
12/2024,Dua kali. Kopi Kenangan Mantan dan Fore Buttercream Tiramisu Latte,kopi kenangan fore buttercream tiramisu latte,positive,2
04/2024,fore buttercream tiramisu sih,fore buttercream tiramisu sih,positive,2
02/2024,- Point coffee : vanilla latte kadang kopi saku klo ga kopi baper di masukin ke gelas - Tomoro : latte - Fore : butterscotch - Haus : ga inget - Es.Teh Indonesia : blom pernaa,point coffee coffee vanilla latte kadang kopi saku kopi baper masukkan gelas tomoro latte fore butterscotch haus inget esteh indonesia blom pernaa,positive,2
06/2024,Ga jadi mahasiswa tetep jadi favorit aku tiap ke fore,mahasiswa tetep favorit fore,positive,2
05/2024,"tuku, fore, famima wkwkwkwk",tuku fore famima wkwkwkwk,neutral,1
08/2024,buttercream tiramisu latte (kalo mau agak pahit sikit) caramel paraline macchiato (cmiiw dlm penulisan) itu aj sih ak biazanya kalo di fore,buttercream tiramisu latte agak pahit sikit caramel paraline macchiato correct me if i'm wrong dlm penulisan sih biazanya fore,positive,2
08/2024,"7800 wondr kak, yg 6000 bday upsize. download fore nnti pake kode reff B04ECD dpt voc 50% jgn lupa isi biodata biar dpt voc free 1 minuman",7800 wondr kak 6000 bday upsize download fore nnti pakai kode reff b04ecd voc 50 lupa isi biodata biar voc free 1 minuman,neutral,1
12/2024,Fore apa point coffe aja nder jangan tomoro kalau mau yang rasa kopinya tipis,fore point coffee coffe tomoro kopinya tipis,negative,0
04/2024,yang paling deket di daerah aku sih fore yaa,deket daerah sih fore yaa,positive,2
06/2024,Ga cocok sama fore padahal kopinya creamy tapi afternya gak kuat padahal minum americano aku kuat kuat aja,cocok fore kopinya creamy afternya gak kuat minum americano kuat kuat,negative,0
12/2024,"aku malah suka2 aja yg kopken hahaha tp yg fore lebih enak sih menurutku, lebih seger",suka2 kopi kenangan hahaha fore enak sih menurutku seger,positive,2
01/2024,"Iya ehh, knp ya?? Waktu sidang temenku ngasih fore, trs blm ku minum, malem bru kuminum masih enakkk",iya ehh iya sidang temenku fore ku minum malam kuminum enakkk,positive,2
04/2024,Not a fair comparison. 1 cup %arabica bisa buat beli 3 point coffee. Jenis bean nya juga beda krn most of them mixed robusta arabika. Tapi kalo dari segi rasa IMO no. 1 %Arabica no. 2 fore,not a fair comparison 1 cup arabica beli 3 point coffee coffee bean nya beda of them mixed robusta arabika segi imo 1 arabica 2 fore,negative,0
08/2024,blm nemu titik dmn enaknya fore,nemu titik enaknya fore,positive,2
04/2024,"Fore , point coffe paling mantulll sih",fore point coffee coffe mantulll sih,positive,2
03/2024,"Kalau frappe di point indomaret, fore, tomoro ada kok, kalau di chatime & kopi kenangan juga ada yg teksturnya mirip tapi gapake whip cream",frappe point coffee indomaret fore tomoro chatime kopi kenangan teksturnya mirip gapake whip cream,positive,2
04/2024,"1. tuku (tetangga) 2. fore (praline, butterscotch sea salt) 3. arabica (kyoto, tapi harganya tidak baik) 4. famima (sekalian beli chicken buldak, corndog dll)",1 tuku tetangga 2 fore praline butterscotch sea salt 3 arabica kyoto harganya 4 famima beli chicken buldak corndog lain-lain,positive,2
12/2024,"Cafe malt latte plis, itu dah khas bgt klo di fore dan ini ganti menunya yg irish latte inget bgt",cafe malt latte plis deh khas banget fore ganti menunya irish latte inget banget,positive,2
05/2024,loo heh fore mana kak sring pergiin,loo heh fore kak sring pergiin,negative,0
01/2024,"fore, kopkem, point menurut aku",fore kopkem point coffee,neutral,1
01/2024,"Tuku, fore, tomoro",tuku fore tomoro,negative,0
11/2024,blm pernah nyoba matchanya fore/point sih tp matcha nya tomoro enakkk,nyoba matchanya forepoint sih matcha nya tomoro enakkk,positive,2
05/2024,"saranin menu di fore yg g kopi bgt dong, tp masih ada rasa kopinya. aku g bisa minum kopi, selalu habis ¼ krn sesak nafas dn lemas wkwk. sayang bgt kopi mahal tp g habis :(",saranin menu fore kopi banget kopinya minum kopi habis sesak nafas dn lemas wkwk sayang banget kopi mahal habis,negative,0
04/2024,TUKU dan FORE!!!!,tuku fore,positive,2
05/2024,BLACK PEACH LESS SUGAR!!! ENAK SEGER GA ENEK PASSSSS!!! 11-13 SAMA TRIPLE PEACH AMERICANO NYA FORE WKWKWK,black peach gula enak seger enek passsss 1113 triple peach americano nya fore wkwkwk,positive,2
08/2024,"Kureng siih menurutku, enakan fore.",kureng siih menurutku enakan fore,positive,2
05/2024,"kenangan, fore, leton",kenangan fore leton,neutral,1
03/2024,"Gatau, gapernah ngopi di fore",gatau gapernah ngopi fore,negative,0
03/2024,"Memang, barusan aku jg beli ituuu. Hazelnut fore jg enaaakkk",memang barusan beli ituuu hazelnut fore enaaakkk,positive,2
04/2024,"Aku suka bgt fore, semua menu nya sedapp",suka banget fore menu nya sedapp,positive,2
04/2024,fore sama point coffe sih juwara umum di aku,fore point coffee coffe sih juwara,neutral,1
01/2024,kenapa fore gada disinii,fore gada disinii,negative,0
04/2024,Fore sama tuku,fore tuku,positive,2
04/2024,"dr foto foto diatas, paling enak ttp kopken sm fore sih menurutku",dr foto foto diatas enak kopi kenangan fore sih menurutku,positive,2
04/2024,1. Tuku - kopi susu tetangga gula 5ml 2. Fore - buterscoth sea salt latte 3. Golden black 4.Janji jiwa 5.. Kopi kenangan 6. Family mart ksk 7. Arabica dibawah soalnya mahal wak,1 tuku kopi susu tetangga gula 5ml 2 fore buterscoth sea salt latte 3 golden black 4janji jiwa 5 kopi kenangan 6 family mart ksk 7 arabica dibawah mahal wak,positive,2
03/2024,"Pertama kali cobain tomoro, ternyata aku lebih suka fore",cobain tomoro suka fore,positive,2
02/2024,"fore : butterscotch sea salt latte es teh : es teh hijau less ice point coffee ga cocok, sakit perut tomoro blm coba, haus blm coba",fore butterscotch sea salt latte es kakak perempuan es kakak perempuan hijau ice point coffee coffee cocok sakit perut tomoro coba haus coba,negative,0
06/2024,fore menurutku lumayan light beberapa menunyaa kok.. dibanding kopi2 ala ala lain..,fore menurutku lumayan terang menunyaa dibanding kopi2 ala ala,positive,2
10/2024,"Pas bgt baru balik jalan sm temen cowok gw nder. Mamnya Yoshinoya, minumnya Fore",pas banget jalan teman cowok mamnya yoshinoya minumnya fore,positive,2
04/2024,Tuku dan fore,tuku fore,positive,2
12/2024,Fore yg series tani,fore series tani,neutral,1
05/2024,fore enak bngttt yg sea salt,fore enak bngttt sea salt,positive,2
01/2024,"Kopi kenangan, Fore",kopi kenangan fore,positive,2
02/2024,Maaf menurut aku lebih enak ini sama fore daripada starbucks malah,maaf enak fore starbucks,positive,2
01/2024,"Fore, ejji, yoi kona, kopi kalyan, zerogram, bagi kopi. Gatau ini ada di banyak kota atau gak tp kalu di sby itu",fore ejji yoi kona kopi kalyan zerogram kopi gatau kota gak kalu sby,positive,2
02/2024,kl beneran seenak itu bs jd opsi kedua dr fore milk butterscotch,beneran seenak opsi dr fore milk butterscotch,positive,2
03/2024,"Duh jadi pengen fore, besok ke fore apa ya..",aduh pengen fore besok fore iya,negative,0
05/2024,Fore tentunya,fore,positive,2
04/2024,Tuku Fore Calf,tuku fore calf,positive,2
04/2024,"Menurut gue yg gabisa minum kopi sih fore paling enak, point coffee jg tapi harus yg decaf dan gapake gula. Sisanya yg lain2 gue gabisa minum",gabisa minum kopi sih fore enak point coffee coffee decaf gapake gula sisanya lain2 gabisa minum,positive,2
07/2024,"Ini fore junior yg butterscotch milk crumble, enak!!",fore junior butterscotch milk crumble enak,positive,2
09/2024,"fore, koken, point masih top three fav aku sih",fore koken point coffee top three favorit sih,positive,2
04/2024,"bukan coffee addict, tapi suka point yang ocean blue latte, fore butterscotch sea salt, pokonya yg gak strong amat kopinya wkwk",coffee addict suka point coffee ocean blue latte fore butterscotch sea salt pokonya gak strong kopinya wkwk,positive,2
04/2024,"sebenernya sih ya arabica.. tapi karena harganya mahal banget jadi kurang pas disejajarkan lol maka berdasar list ini masih tuku yg paling enak.. disusul fore, point coffee, kopi kenangan yg paling kureng jelas kopi susu gula arennya janji jiwa dan kulo",sebenernya sih iya arabica harganya mahal banget pas disejajarkan tertawa maka berdasar list tuku enak disusul fore point coffee coffee kopi kenangan kureng kopi susu gula arennya janji jiwa kulo,positive,2
01/2024,"banyak nder, ada point, fore, tuku, kopken, tomoro",point coffee fore tuku kopi kenangan tomoro,positive,2
06/2024,"Fore enak bgtt bgt, kasih first impression yg bagus",fore enak bgtt banget kasih first impression bagus,positive,2
01/2024,"-Point (juara umum yg cabangnya banyak) -Fore -Djournal -Calf -Tomoro and another local coffeeshop di dom kamu, kalo Bandung dm ajaa aku banyak rekomen yg enak",point coffee juara cabangnya fore djournal calf tomoro and another local coffeeshop dom bandung dm ajaa rekomen enak,positive,2
09/2024,sorry banget tp cabang makassar sumpah ga enak tim fore foreverrrrr,maaf banget cabang makassar sumpah enak tim fore foreverrrrr,negative,0
05/2024,Review dr aku emang enak ndah. Pertama kali beli fore trus direkomendasi menu itu sama pegawainya,review dr enak ndah beli fore direkomendasi menu pegawainya,positive,2
04/2024,1. kopi kenangan 2. point 3. fore seneng sama 3 ini aja wkwk,1 kopi kenangan 2 point coffee 3 fore seneng 3 wkwk,positive,2
04/2024,"FORE, YA ALLAH SECINTA ITU SAMA FOREEEE",fore iya allah secinta foreeee,positive,2
02/2024,"point : matcha frappe, avocado lime tomoro : br nyobai oat latte fore : blum pernah haus : blm pernah es teh : blum pernah",point coffee matcha frappe avocado lime tomoro nyobai oat latte fore haus es kakak perempuan,positive,2
03/2024,"tapi fore kemanisan buat aku, padahal selalu order less sugar",fore kemanisan order gula,positive,2
01/2024,fore emang enak hampir semua menunya enak,fore enak hampir menunya enak,positive,2
02/2024,Kakak udah pernah nyobain yg fore belum? Kalo udah rasanya sama kah?,kakak nyobain fore,negative,0
04/2024,fore sihh kata akuu,fore sihh akuu,negative,0
01/2024,"Fore, Toby's, atau coffee shop indie banyak yg enak kok",fore tobys coffee shop indie enak,positive,2
04/2024,"Tuku, %, fami, fore, point, dibawah tangga ~",tuku fami fore point coffee dibawah tangga,neutral,1
04/2024,aku tetap fore,fore,positive,2
07/2024,"Jujur varian non kopinya fore ga ada yg enak, even matchanya jg gue kurang suka. Yang enak cuman kopinya doang",jujur varian non kopinya fore enak even matchanya suka enak cuman kopinya doang,negative,0
04/2024,Enak semua! Belum pernah cobain semua sih tapi buatku masing-masing ada sisi enaknya. Nggak nemuin yang nggak enak gitu. Fore oke. Kulo oke. Tomorro oke. Point oke. Kopi Kenangan oke. Janji Jiwa oke.,enak cobain sih buatku masingmasing sisi enaknya nemuin enak fore oke kulo oke tomorro oke point coffee oke kopi kenangan oke janji jiwa oke,positive,2
04/2024,Oke kak nambah list buat nyobain menu fore lain. Kalo arah aku cuma baru nyoba latte sama kopi susunya,oke kak nambah list nyobain menu fore arah nyoba latte kopi susunya,negative,0
06/2024,1. tahta tertinggi point coffe 2. fore 3. tomoro,1 tahta tertinggi point coffee coffe 2 fore 3 tomoro,positive,2
04/2024,"kl dr aku sih fore dan point. i never try kopi tuku tp kyknya dia banyak yg suka, jd pgn nyoba",dr sih fore point coffee i never try kopi tuku kyknya suka nyoba,positive,2
04/2024,Makmur jaya tapi kalau yg disini fore sama kopken,makmur jaya disini fore kopi kenangan,positive,2
04/2024,Peringkat 1-3 1. point 2. tuku 3. fore,peringkat 13 1 point coffee 2 tuku 3 fore,positive,2
04/2024,Dulu sih fore,sih fore,positive,2
07/2024,"Tbh sukanya sbux yg pure matcha tanpa gula, sad skrg dah ga ada Soalnya bubuk2 matcha yg skrg dijual entah kopken, fore, point, sbux semuadah ada bawaan gula",tbh sukanya starbucks pure matcha gula sad deh bubuk2 matcha dijual kopi kenangan fore point coffee starbucks semuadah bawaan gula,negative,0
05/2024,Atas karna gua beli fore klo promo doang wkwkwwkkwk,beli fore promo doang wkwkwwkkwk,positive,2
02/2024,Bisa beli fore tapi otak ga digunain,beli fore otak digunain,negative,0
02/2024,- Point coffee : dolce coffe dan rose tea - Tomoro : strawberry espresso - Fore : per-latte- an - Haus gaada terlalu manis semua menunya - Es.Teh Indonesia ini juga manis banget,point coffee coffee dolce coffe rose tea tomoro strawberry espresso fore perlatte an haus uang manis menunya esteh indonesia manis banget,positive,2
