Date,Text,Text Normalization,Sentimen
03/2024,"Matcha Latte, Thai Tea, sama Kopi Kenangan Mantan (3 menu andelan tiap ke kopken)",matcha latte thai tea kopi kenangan 3 menu andelan kopi kenangan,positive
03/2024,Matcha latte less sugar-nya Kopi kenangan,matcha latte sugarnya kopi kenangan,positive
03/2024,"Jangan dipaksa sayang. Daripada kamunya kenapa-kenapa Oh, kalo gak salah di Kopi Kenangan ada menu kopi yang rasanya ringan deh. Kamu coba aja kesana",dipaksa sayang kamunya kenapakenapa gak salah kopi kenangan menu kopi ringan deh coba kesana,positive
03/2024,Ini enak tapi aku kopinya diganti pake americano kopi kenangan,enak kopinya diganti pakai americano kopi kenangan,positive
03/2024,"Kalau frappe di point indomaret, fore, tomoro ada kok, kalau di chatime & kopi kenangan juga ada yg teksturnya mirip tapi gapake whip cream",frappe point coffee indomaret fore tomoro chatime kopi kenangan teksturnya mirip gapake whip cream,positive
03/2024,Tetap tuku gw dibawahnya tomoro baru ranking 3nya kopken,tuku dibawahnya tomoro ranking 3nya kopi kenangan,neutral
03/2024,kopi kenangan,kopi kenangan,positive
03/2024,cookies kopi kenangan,cookies kopi kenangan,positive
03/2024,"versi kopi kenangan, must try!!!!",versi kopi kenangan must try,positive
03/2024,nescafe good day kopi kenangan abc golda,nescafe good day kopi kenangan abc golda,positive
03/2024,"Abc kopi susu gula aren, sama kopi kenangan yang bleck aren",abc kopi susu gula aren kopi kenangan bleck aren,positive
03/2024,kopi kenangan yg ungu boleh lah,kopi kenangan ungu,neutral
03/2024,"Dulu aku suka Good Day, tp Kopi Kenangan botolan jg enak",suka good day kopi kenangan botolan enak,positive
03/2024,Menurut lidahku cuma kopi kenangan aja yg masuk di lidahku,lidahku kopi kenangan masuk lidahku,positive
04/2024,"Fore, Point Coffee, Kopi Kenangan. Dan Kopi Liong Bulan",fore point coffee coffee kopi kenangan kopi liong,positive
04/2024,1. Fore 2. point 3. kopken 4. Kopi soe 5. Janjiw,1 fore 2 point coffee 3 kopi kenangan 4 kopi soe 5 janjiw,negative
04/2024,Kopi kenangan dan fore,kopi kenangan fore,positive
04/2024,Urutannya Tuku - Fore - Kopken - % - Tomoro,urutannya tuku fore kopi kenangan tomoro,neutral
04/2024,"dari segi harga & rasa, konsistensi rasa : kopken fore suka jg tapi lebih mahal nako lumayan enak soe, kulo, janji jiwa, famima ga suka tuku terlalu light dan dominan susu aja point malah blm nyoba arabica blm krn mahal",segi harga konsistensi kopi kenangan fore suka mahal nako lumayan enak soe kulo janji jiwa famima suka tuku terang dominan susu point coffee nyoba arabica mahal,positive
04/2024,"Tuku, fore, point, kopken, tomoro. Kalo arabica % baru pernah nyobain coffee soft ice cream, tapi itu enak sih",tuku fore point coffee kopi kenangan tomoro arabica nyobain coffee soft ice cream enak sih,positive
04/2024,"Kalo yg digambar sih best of 3 nya: fore, tuku, kopken",digambar sih best of 3 nya fore tuku kopi kenangan,positive
04/2024,"tuku, fore, sm kopken. kalo yg gaada difoto pilona sm kemenangan. btw blm nyoba arabica euy",tuku fore kopi kenangan uang difoto pilona kemenangan ngomong-ngomong nyoba arabica euy,positive
04/2024,Tuku & kopi kenangan!!!,tuku kopi kenangan,positive
04/2024,"kopken,fore,janjiw",kopkenforejanjiw,neutral
04/2024,Kopi gua ckup kopi kenangan mantan udh pling murah dpet bnyak,kopi ckup kopi kenangan udah pling murah dpet bnyak,positive
04/2024,"tuku, kopken, fore, tpi klo yg manis2 creamy gitu point sih",tuku kopi kenangan fore manis2 creamy point coffee sih,positive
04/2024,1. Tuku 2. Fore 3. Poin Coffee 4. Kopken 5. Tomoro 6. Nako 7. Janji Jiwa,1 tuku 2 fore 3 poin coffee 4 kopi kenangan 5 tomoro 6 nako 7 janji jiwa,positive
04/2024,"Point, tuku, fore, kopken, jokopi duabestttt",point coffee tuku fore kopi kenangan jokopi duabestttt,neutral
04/2024,"Kopi kenangan, Fore, point coffee",kopi kenangan fore point coffee coffee,positive
04/2024,"aku baru coba fore tuku kopken point kulo tomoro, can not choose tp paling sering belinya kopken so maybe kopken is my current fav",coba fore tuku kopi kenangan point coffee kulo tomoro not choose belinya kopi kenangan so maybe kopi kenangan is my current favorit,positive
04/2024,Urutan selera gua; -Janjiw -Tomoro -Fore -Point -Family -Kopken Sisanya antara belum nyoba atau udah lupa saking lamanya ga nyoba,urutan selera janjiw tomoro fore point coffee family kopi kenangan sisanya nyoba lupa saking nyoba,positive
04/2024,kasta kopi ku 1. tomoro 2. kopken 3. fami 4. nako JANJIW NGGA AKAN PERNAH MASUK LAGI SOALNYA TRAUMA SEUMUR HIDUP,kasta kopi ku 1 tomoro 2 kopi kenangan 3 fami 4 nako janjiw masuk trauma seumur,negative
04/2024,"kopken fore point tuku, kulo, fami kemanisan janjiw zonk",kopi kenangan fore point coffee tuku kulo fami kemanisan janjiw bodoh,neutral
04/2024,"Kopken sama fore, fore strong bgt bikin gw ga bisa tidur. Kalo kopken ga se strong fore, 2 kopi ini mantep kalo di minum buat perjalanan jauh biar ga ngantuk",kopi kenangan fore fore strong banget bikin tidur kopi kenangan strong fore 2 kopi mantap minum perjalanan biar ngantuk,positive
04/2024,"fore, tuku, ksk, kopken, animo urutab strong ke low kopi",fore tuku ksk kopi kenangan animo urutab strong kopi,neutral
04/2024,"fore, makmur, point coffee, tuku, nako, janjiw, kopken",fore makmur point coffee coffee tuku nako janjiw kopi kenangan,positive
04/2024,"fore, kopken, point kadang enak kadang engga",fore kopi kenangan point coffee kadang enak kadang engga,positive
04/2024,"fore kalo lagi pengen kopi yang creamy dan manis, kopken kalo lagi pengen yang kopinya kerasa bgt (juwara beansnya ), point kalo pengen kombinasi keduanya",fore pengen kopi creamy manis kopi kenangan pengen kopinya kerasa banget juwara beansnya point coffee pengen kombinasi keduanya,positive
04/2024,"fore, kopken, point, janjiw (mw coba tuku tp blm kesampeannn hiks)",fore kopi kenangan point coffee janjiw now watching coba tuku kesampeannn hiks,negative
04/2024,"Tuku yg kopi tetangga, kopken yg kenangan mantan, fore yg americano triple peach/berry manuka",tuku kopi tetangga kopi kenangan kenangan fore americano triple peachberry manuka,positive
04/2024,"top tier fore/point, opsi lain bisa kopken/janjiw, tuku/arabica blm pernah nyoba blom ada juga, sisanya ga masuk seleraku",top tier forepoint opsi kopkenjanjiw tukuarabica nyoba blom sisanya masuk seleraku,negative
04/2024,"tuku, kopken, point sm fore enak juga tapi msh kurang strong kopinya kalo ga add shot",tuku kopi kenangan point coffee fore enak strong kopinya add shot,positive
04/2024,"Opsi jajan kopiku di Bandung masih fore/kopken. Tuku, kopi soe sama %Arabica cuma pernah nyoba sekali kopinya tapi suka jugaa",opsi jajan kopiku bandung forekopken tuku kopi soe arabica nyoba kopinya suka jugaa,positive
04/2024,"Kopken, tuku, fore, & point",kopi kenangan tuku fore point coffee,neutral
04/2024,"Tuku, Kopken sama Tomoro",tuku kopi kenangan tomoro,positive
04/2024,"Kopken, tapi kalo lagi ada uang lebih pasti beli fore",kopi kenangan uang beli fore,positive
04/2024,"janjiw sm kopken sih, sama mau nyoba fore karna katanya enak(?)",janjiw kopi kenangan sih nyoba fore enak,positive
04/2024,"Tuku!!!, yg kedua kopi Calf asli enak banget! % biasa aja tp harganya kopken/point coffee enak juga",tuku kopi calf asli enak banget harganya kopkenpoint coffee enak,positive
04/2024,"fore, janji, kopken, tuku , famicafe bestt sii",fore janji kopi kenangan tuku famicafe bestt sii,positive
04/2024,Makmur jaya tapi kalau yg disini fore sama kopken,makmur jaya disini fore kopi kenangan,positive
04/2024,"Tuku, kopken, fore enak, kalo arabica kata aku kureng apa aku pesennya salah kali ya karena minta yg light coffeenya jadi kaya minum air biasa, mana harganya mehong",tuku kopi kenangan fore enak arabica kureng pesennya salah terang coffeenya kaya minum air harganya mehong,positive
04/2024,kopken fore tuku famima point enak semua…,kopi kenangan fore tuku famima point coffee enak,positive
04/2024,"Fore, kalo point sama kopken gw pesen nonkopi nya terus hehe",fore point coffee kopi kenangan pesen nonkopi nya he,negative
04/2024,kopi kenangan kopi dolce,kopi kenangan kopi dolce,positive
04/2024,"Fore, kopken, janjiw. Sisanya belum nyoba",fore kopi kenangan janjiw sisanya nyoba,negative
04/2024,"tuku, fore, familymart, kopi kenangan, point",tuku fore familymart kopi kenangan point coffee,positive
04/2024,1. kopken 2. tuku 3. jago 4. fore 5. point,1 kopi kenangan 2 tuku 3 jago 4 fore 5 point coffee,positive
04/2024,"kopi tuku ga banyak orang tau krn emang ga menyebar kayak point coffee, janjiw dan kopken tapi mesti coba guys!!! kopi susu tetangga my favorite!!! perpaduan kopi dan susunya ok, ngeblend gt sama hint rasa brown sugarnya tuh pas bgt",kopi tuku menyebar kayak point coffee coffee janjiw kopi kenangan mesti coba teman-teman kopi susu tetangga my favorite perpaduan kopi susunya ok ngeblend hint brown sugarnya tuh pas banget,positive
04/2024,karna blm pernah cobain semua. akan ak bilang yg terbaik itu kopi kenangan,cobain bilang terbaik kopi kenangan,positive
04/2024,"fore, point coffee, tuku, kopken. btw yg persenan itu enak ga si?",fore point coffee coffee tuku kopi kenangan ngomong-ngomong persenan enak si,positive
04/2024,Tomoro nako janji jiwa kopi kenangan dan point,tomoro nako janji jiwa kopi kenangan point coffee,neutral
04/2024,"Kopken, famima, fore. Tuku enak jg sbnrnya tapi terlalu pait di mulut aku",kopi kenangan famima fore tuku enak sbnrnya pait mulut,positive
04/2024,Urutannya Fore Kopken Tomoro,urutannya fore kopi kenangan tomoro,neutral
04/2024,"tuku, calf, fore, point, kopken, fami cafe janji jiwa sebetulnya masuk, cm doi beda outlet suka beda taste nya",tuku calf fore point coffee kopi kenangan fami cafe janji jiwa masuk cm doi beda outlet suka beda taste nya,positive
04/2024,"Tuku, calf, fore, kopken, FC, famima",tuku calf fore kopi kenangan fc famima,neutral
04/2024,kopken sm fore sihh,kopi kenangan fore sihh,positive
04/2024,"Mine is still Tuku. Kopi yang okelah kalau Tuku ga ada: Kopi Kenangan Mantan (Kopken), Kopi Susu Keluarga (Fami), Tomoro, Kopi Nako.",mine is tuku kopi okelah tuku kopi kenangan kopi kenangan kopi susu keluarga fami tomoro kopi nako,positive
04/2024,"tuku, fore, kopi soe, janjiw, kopken, tomoro, point coffee kuloo gue lupaa rasanyaa, sangking di daerah gue udh gada/ada tpi gue ganoticee soalny yg di deket rumah udh tutup",tuku fore kopi soe janjiw kopi kenangan tomoro point coffee coffee kuloo lupaa rasanyaa sangking daerah udah gadaada ganoticee soalny deket rumah udah tutup,positive
04/2024,"tuku, fore, point coffee (palm sugar yg botol), kopken, tomoro, kopi nako (daur baur)",tuku fore point coffee coffee palm gula botol kopi kenangan tomoro kopi nako daur baur,positive
04/2024,1. Tuku 2. Kopi kenangan 3. kopi indomaret point 4. kopi family mart,1 tuku 2 kopi kenangan 3 kopi indomaret point coffee 4 kopi family mart,positive
04/2024,"fore, point, kopken soalnya gada tuku dsni",fore point coffee kopi kenangan gada tuku dsni,neutral
04/2024,"kopken, point, fore oke bgt lah dari segi harga dan ampuh ngilangin ngantuk",kopi kenangan point coffee fore oke banget segi harga ampuh ngilangin ngantuk,positive
04/2024,"Nyoba aren latte nya tomoro enakkk sih kl dibanding am kopken, soalnya bru nyoba 2 itu",nyoba aren latte nya tomoro enakkk sih dibanding am kopi kenangan nyoba 2,positive
04/2024,1. kopi kenangan 2. point 3. fore seneng sama 3 ini aja wkwk,1 kopi kenangan 2 point coffee 3 fore seneng 3 wkwk,positive
04/2024,"Kopken.. fore & fm, tapi sekarang udah gaboleh minum fm. Free palestine",kopi kenangan fore fm gaboleh minum fm free palestine,positive
04/2024,"Belum nyoba fore,ada yg bisa direkomendasikan? Sejauh ini kopken,tuku sama point enak",nyoba foreada direkomendasikan kopkentuku point coffee enak,positive
04/2024,"tuku, fore, kopken, point",tuku fore kopi kenangan point coffee,neutral
04/2024,kalo taste >> price fore buttercream less sugar tuku caramel macchiato less sugar point caramel macchiato less sugar kopken double shaken tp ngeliat harga jelas point ehehe,taste price fore buttercream gula tuku caramel macchiato gula point coffee caramel macchiato gula kopi kenangan double shaken melihat harga point coffee ehehe,positive
04/2024,"Sebenernya kusuka kopken, tp akhir² ini klo minum itu jd deg²an + tremor.. jd fore/tuku",sebenernya kusuka kopi kenangan minum degan tremor foretuku,negative
04/2024,kalo gue si fore sama si kopi kenangan si,si fore si kopi kenangan si,positive
04/2024,"Kopi Kenangan, Tomoro",kopi kenangan tomoro,neutral
04/2024,"yang belom pernah coba cuma arabica aja. plg suka famimart - kopken - point coffee - fore - tuku - kopinako - filkop - tomoro - kulo - janjiw - kopisoe tp sebenernya paling suka calf sih, sayang gak ada di foto wkwkwk",coba arabica suka famimart kopi kenangan point coffee coffee fore tuku kopinako filkop tomoro kulo janjiw kopisoe sebenernya suka calf sih sayang gak foto wkwkwk,positive
04/2024,tuku (kopi susu tetangga) fore (butterscotch sea salt latte) famima (kopi susu keluarga) kopken (kopi kenangan mantan) jago (lupa pokoknya yg aren),tuku kopi susu tetangga fore butterscotch sea salt latte famima kopi susu keluarga kopi kenangan kopi kenangan jago lupa pokoknya aren,positive
04/2024,"apa ya bingung, sejauh ini -tuku -point coffe -fore -tomoro -kopken bingung ah",bingung tuku point coffee coffe fore tomoro kopi kenangan bingung ah,negative
04/2024,"Arabica Tuku Kopken Kopinako Fore dst..... Terahir banget janji jiwa, alias wtf",arabica tuku kopi kenangan kopinako fore terahir banget janji jiwa alias what fuck,positive
04/2024,Versi gw sih ini ; 1. Kopken 2. Point coffee 3. Fami cafe 4. Fore Sisa blm nyoba,versi sih 1 kopi kenangan 2 point coffee coffee 3 fami cafe 4 fore sisa nyoba,positive
04/2024,"Urutanku dari yang paling aku nikmatin setelah gak bisa beli sbuxs lagi. Point, fore, janji jiwa, kopi kenangan, dan salah satu kopi di cafe deket rumah yang rasanya enak banget pahitnya mantull dan gak creamy, lupa nama cafenya apa wkwkw",urutanku nikmatin gak beli sbuxs point coffee fore janji jiwa kopi kenangan salah kopi cafe deket rumah enak banget pahitnya mantull gak creamy lupa nama cafenya wkwkw,positive
04/2024,"Tuku, fore, sm kopi kenangan",tuku fore kopi kenangan,positive
04/2024,"point coffee, tomoro, kopi soe, kopken",point coffee coffee tomoro kopi soe kopi kenangan,positive
04/2024,"Point still the best for me sih, yang kedua Fore dan ketiga nya KopKen",point coffee best for me sih fore nya kopi kenangan,positive
04/2024,Kenapa ga ada yang mention Kopi Kenangan Mantan sii padahal enak bgt loh yang less sugarnya wkwk,mention kopi kenangan sii enak banget loh sugarnya wkwk,positive
04/2024,Kopken sm fore dongg jlasss,kopi kenangan fore dongg jlasss,neutral
04/2024,"Kopken, fami cafe, sm tomoro, sebenernya fore enak tp mahal jd eman eman",kopi kenangan fami cafe tomoro sebenernya fore enak mahal eman eman,positive
04/2024,Kl creamy: Tuku Arabica Fore Kl enak: Tuku Fore Kopken,creamy tuku arabica fore enak tuku fore kopi kenangan,positive
04/2024,"Fore, point sama kopken. Belum sempet nyobain tuku sama kulo",fore point coffee kopi kenangan nyobain tuku kulo,negative
04/2024,"(sebenernya nda suka pure kopi hitam.. tapi,fore & kopken yang less sugar bikin aku jadi sedikit suka kopi) punya SB juga,tapi nda di cantumkan di postingan. aku kurang suka makan/minum yang terlalu manis, tapi,entah kenapa kalo kopi pahit aku kurang suka.. weird but real..",sebenernya suka pure kopi hitam tapifore kopi kenangan gula bikin suka kopi sb jugatapi cantumkan postingan suka makanminum manis tapientah kopi pahit suka weird but real,positive
04/2024,"Tuku kopken fore, sama lokalan bandung namanya makmur jaya",tuku kopi kenangan fore lokalan bandung namanya makmur jaya,positive
04/2024,fore aku cinta foreeeeee!!!! tuku enakkkkk tomoro yg pake kintamani bean enak banget kalo yg rasanya konsisten sih kopken ya arabika agak mehong aaaaaa dompet lakiku kesyan tp gpp sekali dua kali tiga kali seterusnya wkwk,fore cinta foreeeeee tuku enakkkkk tomoro pakai kintamani bean enak banget konsisten sih kopi kenangan arabika agak mehong aaaaaa dompet lakiku kesyan apa-apa wkwk,positive
04/2024,"suka fore&kopi sanjungan&tuku, kopken janjiw fami jg enak kl tomoro trgntg menunya",suka forekopi sanjungantuku kopi kenangan janjiw fami enak tomoro tergantung menunya,positive
04/2024,"Baru nyobain kopken, janji, point, soe Sejauh ini point sama kopken sih",nyobain kopi kenangan janji point coffee soe point coffee kopi kenangan sih,positive
04/2024,lambung gua rada kampung jadi kopken sama fore,lambung rada kampung kopi kenangan fore,negative
04/2024,1.tuku 2.fore 4.kopken 5.point 6.fami cafe 7.tomoro 8.janjiw 9.kopi soe,1tuku 2fore 4kopken 5point 6fami cafe 7tomoro 8janjiw 9kopi soe,positive
04/2024,1. fore 2. kopi kenangan 3. janji jiwa,1 fore 2 kopi kenangan 3 janji jiwa,positive
