Date,Text,Text Normalization,Label_Bert
02/2024,"pagi dagang buah,gorengan,sayur lauk mateng,burjo.buryam.sariroti,roti rumahan Siang:bakso,tahu bulat,klepon Sore ampe mlm:lumpia, Klo mau jajanan yg laen tinggal nyebrang aja(gacoan,pijahat,yosinoya,kopken,fore,hokben,janjiw,kaepsi,mixue,angkringan)",pagi dagang buahgorengansayur lauk matengburjoburyamsarirotiroti rumahan siangbaksotahu bulatklepon sore ampe mlmlumpia jajanan laen nyebrang ajagacoanpijahatyosinoyakopkenforehokbenjanjiwkaepsimixueangkringan,positive
02/2024,"coklat, siomay, teh, gak janjiw gak kopken tapi fore (mff), cilok, brownis, mie goreng, sate ayam, ice cream, semangka, baso aci, salad buah, kangkung.",coklat siomay kakak perempuan gak janjiw gak kopi kenangan fore mff cilok brownis mie goreng sate ayam ice cream semangka baso aci salad buah kangkung,positive
02/2024,keju ga suka dua2 kopi kopken? soalnya jarang minum janjiw tp lebih suka fore cilok brownies kwetiaw sate ayam gelato semangka baso aci salad sayur both,keju suka dua2 kopi kopi kenangan jarang minum janjiw suka fore cilok brownies kwetiaw sate ayam gelato semangka baso aci salad sayur both,positive
02/2024,Keju Batagor Teh Ga dua²nya lebih suka fore Cilok Blackforest Ga dua²nya suka mie instant Sate kambing Ice cream Melon Seblak Salad buah Bayam,keju batagor kakak perempuan duanya suka fore cilok blackforest duanya suka mie instant sate kambing ice cream melon seblak salad buah bayam,positive
02/2024,"8/10,masih enakan fore atau tuku",810masih enakan fore tuku,neutral
02/2024,"tempatnya enakk pliss pw bangett, tapi buat kopi nya gaa dulu 6/10 tapi kalo buat minuman non coffee kayaknyaa enakk, kataa temenku amann. in my opinion, buat pecinta kopi mending ke fore ajaa",tempatnya enakk tolonglah posisi nyaman bangett kopi nya gaa 610 minuman non coffee kayaknyaa enakk kataa temenku amann in my opinion pecinta kopi fore ajaa,positive
02/2024,Monmaap ini overrated menurutku. Lebih suka fore my love!!!!,monmaap overrated menurutku suka fore my love,positive
02/2024,enakan fore si kalo matcha. fore-sbux-kopken-point-tomoro-janjiw,enakan fore si matcha foresbuxkopkenpointtomorojanjiw,neutral
02/2024,Ga enak kopinyaaa tapi untuk minuman seger kek Strawberry Tea lumayan lah karena murce mursida juga. Aku prefer Fore sih.,enak kopinyaaa minuman seger strawberry tea lumayan murce mursida prefer fore sih,positive
02/2024,Maaf menurut aku lebih enak ini sama fore daripada starbucks malah,maaf enak fore starbucks,positive
02/2024,ouu kl buat nugas doang mending fore,ouu nugas doang fore,negative
02/2024,"Rasa kopinya ya masuk enak, tp bukan enak banget. Pokoknya kalo aku Tuku masih nomer 1 sih, yg kedua fore",kopinya iya masuk enak enak banget pokoknya tuku nomer 1 sih fore,positive
02/2024,fore wkwkw,fore wkwkw,negative
02/2024,"strbk, tawan, sushi tei, fore",strbk tawan sushi tei fore,neutral
02/2024,Blm pernah nyoba ngopi di Fore. .. kesian deh gw,nyoba ngopi fore kasihan deh,negative
02/2024,"Aku blm coba fore tapi janjiw b aja, gaada dalem list tp mending tomoro",coba fore janjiw b uang dalem list tomoro,positive
02/2024,"mending fore, atau kopken yg outside matcha latte kak",fore kopi kenangan outside matcha latte kak,negative
02/2024,caramel praline fore kesukaan ak,caramel praline fore kesukaan,positive
02/2024,"Fore!! Kalau ada blu bayar pake blu, jadi 24k",fore blu bayar pakai blu 24k,negative
02/2024,fore janjiw ga enak mirip susu kedelai,fore janjiw enak mirip susu kedelai,negative
02/2024,"Aku sekarang minum kopi fore perutnya langsung sakit, padahal enaak sedih gak bisa minum kopi fore lagi",minum kopi fore perutnya sakit enaak sedih gak minum kopi fore,negative
02/2024,Bisa beli fore tapi otak ga digunain,beli fore otak digunain,negative
02/2024,fore tuh beda outlet beda rasa,fore tuh beda outlet beda,negative
02/2024,"waktu itu beli americano di fore enak sih nder, ya standar lah, namanya americano ya gitu2 doang rasanya",beli americano fore enak sih iya standar namanya americano iya gitu2 doang,positive
02/2024,"Enak ini atau point cafe, fore?",enak point coffee cafe fore,positive
02/2024,kakkk sama fore enakk mana,kakkk fore enakk,positive
02/2024,"matcha nya kak? klo matcha aku lebi suka tomoro, klo kopi aku lebi suka fore, klo non coffee kayak coklat dll aku lebi suka tomoro sih. ((aku ga begitu ngerti kopi, tp fore paling pas buatku))",matcha nya kak matcha lebi suka tomoro kopi lebi suka fore non coffee kayak coklat lain-lain lebi suka tomoro sih mengerti kopi fore pas buatku,positive
02/2024,"kakkk aku juga ga begitu suka kopi, aku lg mauu explore matcha2 gitu sih kak. menurutku utk matcha fore yg normal sugar tuh masih manis bgt. kalo di tomoro gimana kak? pahitnya jugaa kerasa bgt gak?",kakkk suka kopi mauu explore matcha2 sih kak menurutku matcha fore normal gula tuh manis banget tomoro kak pahitnya jugaa kerasa banget gak,negative
02/2024,rate dong kopinya tomoro 1-10. aku mau nyoba tapi ragu. masih mentok di fore,rate kopinya tomoro 110 nyoba ragu mentok fore,negative
02/2024,"Enak, ada sepetnya tp lebih ke creamy sih menurut aku, harganya 11-12 sm fore tapi, jd prefer kenangan",enak sepetnya creamy sih harganya 1112 fore prefer kenangan,positive
02/2024,akhir2 ini lg suka fore!!!,akhir2 suka fore,positive
02/2024,"agak ke distract, kirain fore, udah mau kaget aja tumbenan fore murah bgt 25rb. ternyata point coffee nder, kalo udah nyobain, share reviewnya yaa:"")",agak distract kirain fore kaget tumbenan fore murah banget 25rb point coffee coffee nyobain share reviewnya yaa,positive
02/2024,"mjb not sender, butterscotch sea salt latte nya fore udh paling best dan Juana, lebih enak lagi less sweet",mjb not sender butterscotch sea salt latte nya fore udah best juana enak sweet,positive
02/2024,"Yg mirip sm butterscoth sea salt nya fore ada gk siii, mo beli fore kejauhan dari kotaku",mirip butterscoth sea salt nya fore gk siii beli fore kejauhan kotaku,positive
02/2024,Kakak udah pernah nyobain yg fore belum? Kalo udah rasanya sama kah?,kakak nyobain fore,negative
02/2024,kapan yaa klaten ada fore,yaa klaten fore,neutral
02/2024,Daerahku belom ada fore,daerahku fore,negative
02/2024,kalo menurutku fore lebih berasa kopinya. kalo point ini engga terlalu. beda gitu menurutku kak,menurutku fore berasa kopinya point coffee engga beda menurutku kak,positive
02/2024,"Review matcha fore dong gais, blm prnh dan pgn coba",review matcha fore gais coba,positive
02/2024,hampir ku kira fore jualan mi,hampir ku kira fore jualan mi,neutral
02/2024,Semua enak terutama penyuka kopi strong. Salah satu kopi lokal yang bikin gw bisa lepas dari Starbucks selain Fore. Cuma Fore kan outletnya ga banyak sedangkan Point ada di hampir seluruh Indomaret.,enak penyuka kopi strong salah kopi lokal bikin lepas starbucks fore fore kan outletnya point coffee hampir indomaret,positive
02/2024,Heuuuu pengen coba butterscotch sea salt nya fore Besok lah ya,heuuuu pengen coba butterscotch sea salt nya fore besok iya,positive
02/2024,kl beneran seenak itu bs jd opsi kedua dr fore milk butterscotch,beneran seenak opsi dr fore milk butterscotch,positive
02/2024,ENAK BANGET KAAAKKK!!! rasanya mirip butterscotch fore versi lebih strong,enak banget kaaakkk mirip butterscotch fore versi strong,positive
02/2024,- point coffee: blm coba menu rekomendednya tpi suka earl grey mikl tea + grass jelly mya - tomoro: blm cb banyak menu jga tpi suka oat manuka honey coffee - fore: butterscotch sea salt latte - haus: taro - es teh: red velvet,point coffee coffee coba menu rekomendednya suka earl grey mikl tea grass jelly mya tomoro coba menu suka oat manuka honey coffee fore butterscotch sea salt latte haus taro es kakak perempuan redaksi velvet,positive
02/2024,point : americano tomoro : americano (ngikutin org hehe) fore : butterscotch haus : - blm perna esteh : - blm perna,point coffee americano tomoro americano ngikutin org he fore butterscotch haus perna esteh perna,neutral
02/2024,"Point coffee = kopi baper karna keracunan temen smp yang original enak, tapi aku suka yang espressonya kalo buat kerja Tomoro = kerancunan temen smp lagi yang coconutnya ena sama yang manuka honey coffee enak -fore = butterscotch sea salt latte ofc -haus= skip - es teh = skip",point coffee coffee kopi baper keracunan teman smp original enak suka espressonya kerja tomoro kerancunan teman smp coconutnya enak manuka honey coffee enak fore butterscotch sea salt latte ofc haus skip es kakak perempuan skip,positive
02/2024,"- Point coffee : matcha frappe - Tomoro : blm pernah - Fore : butterscotch sea salt latte - Haus : kitkat haus (tapi skrng kyknya udah gaada, diganti beng beng klo gasalah) - Es.Teh Indonesia : chizu redvelved",point coffee coffee matcha frappe tomoro fore butterscotch sea salt latte haus kitkat haus skrng kyknya uang diganti beng beng gasalah esteh indonesia chizu redvelved,positive
02/2024,"Point coffee: signature chocolate + espresso (PLS INI ENAK BANGET PAIT KOPI + COKLAT ) Tomoro: hojicha Fore: - Haus: yg ada kitkatnya (br pernah coba sekali dan ini enakkk, masuk ke recommended menu) Esteh: -",point coffee coffee signature chocolate espresso pls enak banget pait kopi coklat tomoro hojicha fore haus kitkatnya coba enakkk masuk recommended menu esteh,positive
02/2024,"- Point coffee: beli matcha doang tp b aja - Tomoro: matchanya sepet enak - Fore: blom pernah - Haus: es coklat sama es krim milo enak - Es teh Indonesia: es teh lemon, cokolateh, teh susu",point coffee coffee beli matcha doang b tomoro matchanya sepet enak fore blom haus es coklat es krim milo enak es kakak perempuan indonesia es kakak perempuan lemon cokolateh kakak perempuan susu,positive
02/2024,"point coffee = kopi baper Fore = americano/manuka americano ga tau tomoro, gapernah beli gaus sama es teh indonesia gula nya tinggi bgt",point coffee coffee kopi baper fore americanomanuka americano tomoro gapernah beli gaus es kakak perempuan indonesia gula nya banget,positive
02/2024,"Point coffee: latte Tomoro: blm pernah Fore: blm pernah Haus: thaitea Es.Teh Indonesia: thaitea juga Maaf minuman yg aku minum ya klo gk kopi, thaitea, milk tea, es teh, es jeruk, es coklat aja",point coffee coffee latte tomoro fore haus thaitea esteh indonesia thaitea maaf minuman minum iya gk kopi thaitea milk tea es kakak perempuan es jeruk es coklat,positive
02/2024,point coffee : dolce ice tomoro : coffee frape fore : blm pernah haus : blm pernah es teh : blm pernah,point coffee coffee dolce ice tomoro coffee frape fore haus es kakak perempuan,positive
02/2024,- Point coffee: caramel/matcha frappe - Tomoro: oat manuka - Fore: butterscoth latte/ caramile pralinw - Haus: coklat kitkat - Es.Teh Indonesia: susu nusantara,point coffee coffee caramelmatcha frappe tomoro oat manuka fore butterscoth latte caramile pralinw haus coklat kitkat esteh indonesia susu nusantara,positive
02/2024,"Point sign choco, tomoro matcha latte, belom pernah nyoba fore bjir, haus ovaltine cheese itu, es teh pernah cb rv cheese doang tp kurang cocok",point coffee sign choco tomoro matcha latte nyoba fore bjir haus ovaltine cheese es kakak perempuan coba rv cheese doang cocok,positive
02/2024,"point: blm ada yg aku suka tomoro: jasmine smoothies fore: sea salt, hibiscus yakult haus: mango yakult, cheese kitkat? es teh: green tea markissa, sama kiwi",point coffee suka tomoro jasmine smoothies fore sea salt hibiscus yakult haus mango yakult cheese kitkat es kakak perempuan green tea markissa kiwi,positive
02/2024,point coffee iced salted caramel latte fore classic latte haus es teh (blm nyoba yg laen),point coffee coffee iced salted caramel latte fore classic latte haus es kakak perempuan nyoba laen,positive
02/2024,- Point coffee - - Tomoro - - Fore - - Haus milo/taro - Es.Teh Indonesia - Gua mah seringnya beli es yg gocengan aja rasa thaitea atau matcha,point coffee coffee tomoro fore haus milotaro esteh indonesia mah beli es gocengan thaitea matcha,positive
02/2024,Point coffe : caramel machiato Tomoro : coffe aren Fore : butterschote creamy latte Haus ga pernah Es teh ga pernah wkwk,point coffee coffe caramel machiato tomoro coffe aren fore butterschote creamy latte haus es kakak perempuan wkwk,positive
02/2024,- Point coffee : caramel machiato - Tomoro : oat latte - Fore ; kopi pandan - Haus : - - Es.Teh Indonesia : esteh nusantara,point coffee coffee caramel machiato tomoro oat latte fore kopi pandan haus esteh indonesia esteh nusantara,positive
02/2024,point : matcha latte + espresso tomoro : ngga terlalu suka tbh fore : aren latte & butterscotch sea salt latte haus : gatau es teh indo : cokolateh (kalo lagi pengen creamy ditambah sea salt cream),point coffee matcha latte espresso tomoro suka tbh fore aren latte butterscotch sea salt latte haus gatau es kakak perempuan indo cokolateh pengen creamy ditambah sea salt cream,positive
02/2024,"Point Coffee, Tomoro, Fore pasti pesen Cappuccino. Es.Teh Indo : Chizu redvelvet/ es teh redvelvet Blm pernah coba Haus.",point coffee coffee tomoro fore pesen cappuccino esteh indo chizu redvelvet es kakak perempuan redvelvet coba haus,positive
02/2024,point : matcha frappe tomoro : yg gula aren pokoknya sm matcha oat latte fore : butterscotch haus : yg kitkat es teh : chizu redvelvet,point coffee matcha frappe tomoro gula aren pokoknya matcha oat latte fore butterscotch haus kitkat es kakak perempuan chizu redvelvet,positive
02/2024,"- Point coffee: caramel macchiato less sugar - Tomoro : baru pernah nyobain caramel macchiatonya - Fore : butterscotch sea salt less sugar - Haus : black tea(?) (pokoknya yg tehnya, lupa namanya) sama es krim milo - Es.Teh Indonesia: es teh nusantara + egg puding less sugar",point coffee coffee caramel macchiato gula tomoro nyobain caramel macchiatonya fore butterscotch sea salt gula haus black tea pokoknya tehnya lupa namanya es krim milo esteh indonesia es kakak perempuan nusantara egg puding gula,positive
02/2024,"point: kopi jadul, tomoro: kopi aren, fore: butterscoth, haus:-, esteh:-",point coffee kopi jaman tomoro kopi aren fore butterscoth haus esteh,neutral
02/2024,"tomoro: grapefruit americano (seger bgt pls harus coba), sama chocolatenya fore: buttercream chocmint",tomoro grapefruit americano seger banget pls coba chocolatenya fore buttercream chocmint,positive
02/2024,"point coffee : matchachio, matcha, cookies and cream tomoro : matcha oat latte, hojica oat latte fore : blm pernah coba haus : alpukat apa sih tuh namanya es teh Indonesia : rv chizu",point coffee coffee matchachio matcha cookies and cream tomoro matcha oat latte hojica oat latte fore coba haus alpukat sih tuh namanya es kakak perempuan indonesia rv chizu,positive
02/2024,"- point coffee : mysterius green, kiwi pandan - tomoro : coconut latte, hojicha latte - fore : choco mint buttercream, butterscotch seasalt latte, caramel praline macchiato - haus : tea series (kecuali black jasmine), teh susu melati - es teh indo : es teh susu nusaberry",point coffee coffee mysterius green kiwi pandan tomoro coconut latte hojicha latte fore choco mint buttercream butterscotch seasalt latte caramel praline macchiato haus tea series black jasmine kakak perempuan susu melati es kakak perempuan indo es kakak perempuan susu nusaberry,positive
02/2024,"• point = sakura milk tea! + cofee jelly • tomoro = - • fore = butterscotch sea salt latte, vanilla o'crumbs ( fore junior ) • haus = ga pernah coba, di Malang ga ada • es teh indonesia = cirengnya",point coffee sakura milk tea cofee jelly tomoro fore butterscotch sea salt latte vanilla ocrumbs fore junior haus coba malang es kakak perempuan indonesia cirengnya,positive
02/2024,"- Point coffee: matcha - Tomoro: matcha, aren latte - Fore: blm pernah - Haus: collab kitkat - Es.Teh Indonesia: milk tea",point coffee coffee matcha tomoro matcha aren latte fore haus collab kitkat esteh indonesia milk tea,positive
02/2024,point : matcha frappe tomoro : blm ada fav baru nyobain menu matcha nya aja fore : gula aren haus : thai tea es teh : chizu redvelvet,point coffee matcha frappe tomoro favorit nyobain menu matcha nya fore gula aren haus thai tea es kakak perempuan chizu redvelvet,positive
02/2024,"- point coffe: caramel machiato - tomoro blm nyoba samsek wkwk - fore blm nyoba juga - haus blm nyoba juga wkwk - es teh indonesia: chizu redvelvet, es teh nusantara",point coffee coffe caramel machiato tomoro nyoba wkwk fore nyoba haus nyoba wkwk es kakak perempuan indonesia chizu redvelvet es kakak perempuan nusantara,positive
02/2024,- Point coffee : vanilla latte kadang kopi saku klo ga kopi baper di masukin ke gelas - Tomoro : latte - Fore : butterscotch - Haus : ga inget - Es.Teh Indonesia : blom pernaa,point coffee coffee vanilla latte kadang kopi saku kopi baper masukkan gelas tomoro latte fore butterscotch haus inget esteh indonesia blom pernaa,positive
02/2024,"point : caramel macchiato, matcha latte/frappe (oatmilk, 0% sugar) fore : butterscotch seasalt latte, pandan. tomoro, haus, es teh : udah nyoba, b aja gaada fav. flash coffee : macadamia latte.",point coffee caramel macchiato matcha lattefrappe oatmilk 0 gula fore butterscotch seasalt latte pandan tomoro haus es kakak perempuan nyoba b uang favorit flash coffee macadamia latte,positive
